Course_ID,ACAD_GROUP,SUBJECT,CATALOG_NBR,Major,COURSE_TITLE,REQUISITES,AREA_OF_STUDY,COURSE_OF_STUDY,Credits,DEPTNAME,Course_Level,Condition,Condition_Explanation,REQUISITES_LIST
MCM103,CAS,MCM,103,FINANCE,Introduction to Mass Media,ENGL 100 / 110 / 112,GE,E,3,Dept of Mass Comm & Multimedia,1,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL100','ENGL110','ENGL112']"
MCM103,CAS,MCM,103,DIGITALMED,Introduction to Mass Media,ENGL 100 / 110 / 112,CR,R,3,Dept of Mass Comm & Multimedia,1,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL100','ENGL110','ENGL112']"
MCM103,CAS,MCM,103,PR / ADV,Introduction to Mass Media,ENGL 100 / 110 / 112,CR,R,3,Dept of Mass Comm & Multimedia,1,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL100','ENGL110','ENGL112']"
MCM103,CAS,MCM,103,VISUAL COM,Introduction to Mass Media,ENGL 100 / 110 / 112,CR,R,3,Dept of Mass Comm & Multimedia,1,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL100','ENGL110','ENGL112']"
MCM103,CAS,MCM,103,MIS,Introduction to Mass Media,ENGL 100 / 110 / 112,GE,E,3,Dept of Mass Comm & Multimedia,1,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL100','ENGL110','ENGL112']"
MCM103,CAS,MCM,103,MARKETING2,Introduction to Mass Media,ENGL 100 / 110 / 112,GE,E,3,Dept of Mass Comm & Multimedia,1,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL100','ENGL110','ENGL112']"
ENGL271,CAS,ENGL,271,ACCOUNTING,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,INTL BUSIN,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,MANAGEMENT,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,COMSCIENCE,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,COMPENG,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,ELECENG,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,MGMTENG,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,ENGLISH,Short Story Writing,ENGL 112,ME,RE,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,LINGUISTIC,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,LITERATURE,Short Story Writing,ENGL 112,ME,RE,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,FINANCE,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,DIGITALMED,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,PR / ADV,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,VISUAL COM,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,MIS,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL271,CAS,ENGL,271,MARKETING2,Short Story Writing,ENGL 112,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL112']
ENGL203,CAS,ENGL,203,ACCOUNTING,English Grammar,ENGL 110 coreq & English Major,NA,N,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,INTL BUSIN,English Grammar,ENGL 110 coreq & English Major,NA,N,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,MANAGEMENT,English Grammar,ENGL 110 coreq & English Major,NA,N,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,COMSCIENCE,English Grammar,ENGL 110 coreq & English Major,NA,N,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,COMPENG,English Grammar,ENGL 110 coreq & English Major,NA,N,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,ELECENG,English Grammar,ENGL 110 coreq & English Major,NA,N,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,MGMTENG,English Grammar,ENGL 110 coreq & English Major,NA,N,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,ENGLISH,English Grammar,ENGL 110 coreq & English Major,MR,R,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,LINGUISTIC,English Grammar,ENGL 110 coreq & English Major,MR,R,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,LITERATURE,English Grammar,ENGL 110 coreq & English Major,MR,R,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,FINANCE,English Grammar,ENGL 110 coreq & English Major,NA,N,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,DIGITALMED,English Grammar,ENGL 110 coreq & English Major,NA,N,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,PR / ADV,English Grammar,ENGL 110 coreq & English Major,NA,N,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,VISUAL COM,English Grammar,ENGL 110 coreq & English Major,NA,N,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,MIS,English Grammar,ENGL 110 coreq & English Major,NA,N,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL203,CAS,ENGL,203,MARKETING2,English Grammar,ENGL 110 coreq & English Major,NA,N,3,Dept of English,2,AND_UENG,"1- All specified prerequisites must be taken.
2- Student Program = ""English"".",['ENGL110']
ENGL224,CAS,ENGL,224,ACCOUNTING,English Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,INTL BUSIN,English Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,MANAGEMENT,English Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,COMSCIENCE,English Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,COMPENG,English Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,ELECENG,English Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,MGMTENG,English Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,ENGLISH,English Literature I,ENGL 120,MR,RE,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,LINGUISTIC,English Literature I,ENGL 120,GE,E,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,LITERATURE,English Literature I,ENGL 120,MR,R,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,FINANCE,English Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,DIGITALMED,English Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,PR / ADV,English Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,VISUAL COM,English Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,MIS,English Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL224,CAS,ENGL,224,MARKETING2,English Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL225,CAS,ENGL,225,ACCOUNTING,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,INTL BUSIN,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,MANAGEMENT,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,COMSCIENCE,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,COMPENG,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,ELECENG,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,MGMTENG,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,ENGLISH,English Literature II,ENGL 224,MR,RE,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,LINGUISTIC,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,LITERATURE,English Literature II,ENGL 224,MR,R,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,FINANCE,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,DIGITALMED,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,PR / ADV,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,VISUAL COM,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,MIS,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL225,CAS,ENGL,225,MARKETING2,English Literature II,ENGL 224,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL224']
ENGL222,CAS,ENGL,222,ACCOUNTING,American Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,INTL BUSIN,American Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,MANAGEMENT,American Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,COMSCIENCE,American Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,COMPENG,American Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,ELECENG,American Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,MGMTENG,American Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,ENGLISH,American Literature I,ENGL 120,MR,RE,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,LINGUISTIC,American Literature I,ENGL 120,GE,E,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,LITERATURE,American Literature I,ENGL 120,MR,R,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,FINANCE,American Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,DIGITALMED,American Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,PR / ADV,American Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,VISUAL COM,American Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,MIS,American Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL222,CAS,ENGL,222,MARKETING2,American Literature I,ENGL 120,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL120']
ENGL223,CAS,ENGL,223,ACCOUNTING,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,INTL BUSIN,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,MANAGEMENT,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,COMSCIENCE,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,COMPENG,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,ELECENG,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,MGMTENG,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,ENGLISH,American Literature II,ENGL 222,MR,RE,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,LINGUISTIC,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,LITERATURE,American Literature II,ENGL 222,MR,R,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,FINANCE,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,DIGITALMED,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,PR / ADV,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,VISUAL COM,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,MIS,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL223,CAS,ENGL,223,MARKETING2,American Literature II,ENGL 222,NA,N,3,Dept of English,2,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL222']
ENGL321,CAS,ENGL,321,ACCOUNTING,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,INTL BUSIN,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,MANAGEMENT,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,COMSCIENCE,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,COMPENG,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,ELECENG,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,MGMTENG,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,ENGLISH,Myth,ENGL 222 or 224,ME,RE,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,LINGUISTIC,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,LITERATURE,Myth,ENGL 222 or 224,GE,E,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,FINANCE,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,DIGITALMED,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,PR / ADV,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,VISUAL COM,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,MIS,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
ENGL321,CAS,ENGL,321,MARKETING2,Myth,ENGL 222 or 224,NA,N,3,Dept of English,3,OR,1- Any one of the specified prerequisites must be taken.,"['ENGL222','ENGL224']"
HIST103,CAS,HIST,103,ACCOUNTING,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,INTL BUSIN,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,MANAGEMENT,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,COMSCIENCE,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,COMPENG,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,ELECENG,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,MGMTENG,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,ENGLISH,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,LINGUISTIC,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,LITERATURE,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,FINANCE,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,DIGITALMED,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,PR / ADV,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,VISUAL COM,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,MIS,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
HIST103,CAS,HIST,103,MARKETING2,World History to 1500,ENGL 110 coreq,GE,E,3,Dept of Humanities & Soc Sci,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL110']
CSC101,CAS,CSC,101,ACCOUNTING,Intro to Computer Science,(ENGL 100 pre or co) . CS & MIS students can take course only before finishing 45 credits.,GE,E,3,Dept of Computer Science,1,ONE_COURSE,1- Only the specified course as a prerequisite.,['ENGL100']
